电子产品名,价格（元）,销量（件）,时间,分类,品牌,原价（元）,折扣率（%）,评价数量,好评率（%）,发货地,保修期（月）
飞利浦 投影仪 X4,7915,1413,2025/1/4,投影仪,飞利浦,9229.56,14.24,299,93.14,武汉,6
小米 智能穿戴 X8,662,2728,2024/3/17,智能穿戴,小米,903.17,26.7,735,80.4,深圳,24
飞利浦 投影仪 X7,9051,258,2024/3/2,投影仪,飞利浦,10433.62,13.25,900,82.65,成都,18
三星 笔记本电脑 X10,15948,1259,2024/8/28,笔记本电脑,三星,23794.46,32.98,416,90.03,广州,24
三星 平板电脑 X1,1106,9186,2024/5/8,平板电脑,三星,1627.96,32.06,271,92.11,杭州,6
OPPO 笔记本电脑 X6,5683,12835,2024/4/29,笔记本电脑,OPPO,6863.13,17.2,927,83.75,上海,12
飞利浦 智能家居 X3,2970,819,2024/4/15,智能家居,飞利浦,3083.54,3.68,500,80.02,广州,6
索尼 平板电脑 X1,7672,412,2024/3/5,平板电脑,索尼,10396.79,26.21,947,91.29,北京,18
戴尔 电视 X8,3420,3741,2024/3/24,电视,戴尔,4827.59,29.16,459,95.48,成都,18
飞利浦 笔记本电脑 X1,12140,14284,2024/11/20,笔记本电脑,飞利浦,17971.65,32.45,633,95.36,成都,12
海尔 智能家居 X5,4155,391,2024/10/5,智能家居,海尔,4578.81,9.26,719,97.7,广州,18
索尼 智能家居 X6,3416,919,2024/10/3,智能家居,索尼,5094.52,32.95,331,86.51,上海,24
三星 平板电脑 X10,1865,4801,2024/12/13,平板电脑,三星,1936.72,3.7,879,91.11,广州,24
OPPO 智能手机 X4,1906,14992,2025/1/2,智能手机,OPPO,2698.12,29.36,246,86.32,武汉,6
飞利浦 投影仪 X5,3394,4010,2024/8/3,投影仪,飞利浦,4070.14,16.61,338,89.23,杭州,24
戴尔 智能手机 X2,8647,31924,2024/12/14,智能手机,戴尔,9825.97,12,63,92.74,上海,12
OPPO 电视 X9,7274,6827,2024/6/13,电视,OPPO,8899.72,18.27,573,92.68,武汉,24
苹果 智能家居 X3,3499,2264,2024/3/1,智能家居,苹果,3621.83,3.39,289,98.94,上海,6
苹果 智能手机 X9,5211,12940,2024/11/19,智能手机,苹果,5286.4,1.43,43,90.96,北京,18
联想 智能穿戴 X7,796,4494,2024/9/18,智能穿戴,联想,927.27,14.16,473,96.36,成都,12
三星 耳机 X9,191,2552,2024/8/1,耳机,三星,265.98,28.19,576,91.83,深圳,24
OPPO 智能穿戴 X3,700,224,2024/8/17,智能穿戴,OPPO,923.84,24.23,111,96.26,杭州,12
海尔 电视 X4,12191,6188,2024/10/11,电视,海尔,15534.43,21.52,17,83.68,广州,12
OPPO 耳机 X8,914,1863,2025/1/12,耳机,OPPO,1084,15.68,234,95.56,北京,12
华为 智能手机 X2,1276,41615,2024/2/25,智能手机,华为,1867.9,31.69,266,80.77,北京,18
索尼 智能家居 X6,2063,2309,2025/1/7,智能家居,索尼,3020.03,31.69,833,94.74,深圳,12
飞利浦 平板电脑 X5,7897,4643,2024/3/8,平板电脑,飞利浦,9265.16,14.77,64,84.34,成都,6
索尼 电视 X5,13247,9857,2024/6/9,电视,索尼,13756.15,3.7,193,94.84,广州,12
海尔 笔记本电脑 X2,13787,9999,2024/10/18,笔记本电脑,海尔,14246.79,3.23,877,87.76,广州,18
三星 智能穿戴 X1,908,1413,2024/4/9,智能穿戴,三星,946.39,4.06,31,97.79,成都,18
戴尔 投影仪 X6,6544,1052,2024/12/29,投影仪,戴尔,6836.36,4.28,315,86.55,成都,6
华为 智能手机 X9,5088,42414,2024/4/26,智能手机,华为,6739.39,24.5,445,96.7,武汉,12
小米 智能家居 X6,3478,2749,2024/5/17,智能家居,小米,4712.89,26.2,173,84.19,成都,24
三星 投影仪 X7,8971,3350,2024/4/6,投影仪,三星,13336.16,32.73,165,92.25,深圳,12
联想 耳机 X8,512,1616,2024/2/27,耳机,联想,649.81,21.21,484,95.49,北京,12
OPPO 平板电脑 X8,2553,8579,2024/3/2,平板电脑,OPPO,3189.45,19.95,624,89.61,深圳,12
小米 平板电脑 X7,5404,1747,2024/9/28,平板电脑,小米,7169.05,24.62,369,81.67,上海,12
索尼 智能家居 X7,1332,305,2024/3/2,智能家居,索尼,1337.56,0.42,25,86.72,武汉,24
海尔 投影仪 X6,1176,2675,2024/5/27,投影仪,海尔,1279.72,8.1,139,82.8,深圳,24
OPPO 智能穿戴 X3,952,2263,2024/8/19,智能穿戴,OPPO,1376.21,30.82,720,90.01,深圳,24
苹果 平板电脑 X8,680,8593,2024/3/29,平板电脑,苹果,1000.57,32.04,887,98.03,广州,18
华为 平板电脑 X8,3186,8597,2024/7/30,平板电脑,华为,4446.7,28.35,741,95.38,上海,6
索尼 智能家居 X6,2626,2389,2024/9/5,智能家居,索尼,3516.41,25.32,737,94.79,广州,24
海尔 智能家居 X9,914,948,2024/7/9,智能家居,海尔,1114.76,18.01,213,81.9,武汉,18
OPPO 智能穿戴 X10,463,1407,2024/6/22,智能穿戴,OPPO,586.69,21.08,65,86.1,上海,12
飞利浦 电视 X5,9361,3988,2024/7/29,电视,飞利浦,12475.86,24.97,686,81.08,深圳,24
小米 智能手机 X4,4437,29882,2025/1/19,智能手机,小米,5752.86,22.87,184,91.77,成都,6
小米 智能家居 X4,2187,287,2024/4/5,智能家居,小米,2429.94,10,317,98.79,武汉,12
华为 电视 X8,1181,2055,2024/5/13,电视,华为,1368.78,13.72,197,93.39,杭州,24
戴尔 平板电脑 X10,4861,8168,2024/11/15,平板电脑,戴尔,6070.93,19.93,202,82.13,广州,24
苹果 笔记本电脑 X8,8361,10141,2024/5/13,笔记本电脑,苹果,9022.21,7.33,913,95.5,杭州,12
戴尔 笔记本电脑 X9,19348,12199,2024/2/9,笔记本电脑,戴尔,21035.74,8.02,619,81.07,杭州,6
华为 投影仪 X6,6604,1521,2024/4/27,投影仪,华为,8803.08,24.98,151,85.6,北京,24
飞利浦 智能穿戴 X3,886,2653,2024/10/6,智能穿戴,飞利浦,1172.46,24.43,554,98.64,北京,18
戴尔 投影仪 X2,7014,1766,2024/3/31,投影仪,戴尔,9953.03,29.53,164,85.29,杭州,18
联想 笔记本电脑 X9,7732,17824,2024/2/9,笔记本电脑,联想,9947.76,22.27,339,84.89,杭州,12
三星 智能手机 X10,3800,17189,2024/2/12,智能手机,三星,4199.23,9.51,292,85.54,成都,18
戴尔 笔记本电脑 X9,19633,17157,2024/10/3,笔记本电脑,戴尔,24765.57,20.72,202,82.95,广州,18
华为 智能手机 X10,1915,45443,2024/8/15,智能手机,华为,1916.23,0.06,86,89.46,武汉,12
海尔 智能家居 X10,1882,437,2024/6/16,智能家居,海尔,2653.43,29.07,469,95.91,成都,24
海尔 电视 X4,9162,4547,2024/8/12,电视,海尔,11854.36,22.71,598,98.53,上海,6
小米 平板电脑 X7,753,3917,2024/11/23,平板电脑,小米,760.45,0.98,504,89.37,广州,12
联想 电视 X5,5929,8031,2024/12/12,电视,联想,5985.93,0.95,623,84.03,杭州,12
联想 耳机 X3,666,370,2024/9/10,耳机,联想,919.58,27.58,227,82.8,上海,6
OPPO 耳机 X3,960,391,2025/1/30,耳机,OPPO,1248.05,23.08,142,80.8,武汉,12
小米 智能穿戴 X6,576,4206,2024/4/29,智能穿戴,小米,798.32,27.85,648,96.52,广州,12
戴尔 智能手机 X2,3069,8994,2024/9/18,智能手机,戴尔,4466.64,31.29,557,94.31,北京,24
OPPO 平板电脑 X5,2465,1247,2024/5/18,平板电脑,OPPO,2686.17,8.23,894,88.97,北京,6
三星 投影仪 X5,5271,4978,2024/10/11,投影仪,三星,5486.89,3.93,564,84.64,武汉,6
索尼 智能手机 X6,6089,2256,2024/6/23,智能手机,索尼,6463.66,5.8,84,93.29,深圳,24
小米 智能家居 X7,2235,667,2024/4/9,智能家居,小米,2313.66,3.4,857,81.59,广州,6
三星 耳机 X6,64,2544,2024/8/12,耳机,三星,78.2,18.16,446,84.57,广州,18
戴尔 智能穿戴 X1,471,3539,2024/8/2,智能穿戴,戴尔,666.61,29.34,334,84.68,深圳,24
三星 智能手机 X7,9219,9406,2024/8/29,智能手机,三星,9483.49,2.79,174,89.96,杭州,12
戴尔 智能家居 X5,1487,1479,2024/4/5,智能家居,戴尔,2207.49,32.64,68,82.8,上海,6
戴尔 智能穿戴 X3,928,625,2024/2/9,智能穿戴,戴尔,999.95,7.2,839,84.36,成都,12
华为 耳机 X4,449,808,2024/4/29,耳机,华为,495.76,9.43,273,90,成都,6
飞利浦 电视 X8,9326,8946,2024/6/16,电视,飞利浦,12579.73,25.86,239,96.73,杭州,6
联想 电视 X7,9311,1514,2025/1/4,电视,联想,9381.1,0.75,85,85.41,深圳,12
小米 智能家居 X5,4865,1529,2024/11/24,智能家居,小米,7289.71,33.26,556,96.13,武汉,18
苹果 智能穿戴 X10,128,3240,2024/7/13,智能穿戴,苹果,180.04,28.9,288,87.17,成都,18
海尔 智能手机 X4,9061,49399,2024/9/1,智能手机,海尔,9784.06,7.39,959,93.66,广州,12
戴尔 平板电脑 X2,2434,5677,2024/4/20,平板电脑,戴尔,3271.78,25.61,682,82.24,广州,12
苹果 智能手机 X2,5782,41375,2024/5/11,智能手机,苹果,6741.53,14.23,112,98.42,北京,18
三星 智能家居 X1,752,828,2024/7/23,智能家居,三星,1010.06,25.55,336,96.02,深圳,18
苹果 智能家居 X1,4695,1427,2024/9/9,智能家居,苹果,5625.45,16.54,354,96.53,武汉,12
海尔 投影仪 X7,7941,2541,2024/10/31,投影仪,海尔,11908.54,33.32,180,95.39,上海,24
OPPO 平板电脑 X2,6710,872,2025/2/2,平板电脑,OPPO,8597.59,21.95,971,86.96,深圳,6
飞利浦 笔记本电脑 X5,19285,13752,2025/1/28,笔记本电脑,飞利浦,21158.85,8.86,441,89.1,杭州,12
华为 电视 X8,11777,6318,2024/3/29,电视,华为,13631.69,13.61,337,92.07,杭州,24
飞利浦 耳机 X5,212,2889,2024/9/21,耳机,飞利浦,244.79,13.4,856,92.3,武汉,18
海尔 智能手机 X5,2969,29098,2024/8/15,智能手机,海尔,3491.6,14.97,611,83.95,广州,24
海尔 耳机 X7,869,1009,2024/12/31,耳机,海尔,1011.03,14.05,873,85.24,成都,18
OPPO 平板电脑 X6,2195,7894,2024/2/16,平板电脑,OPPO,2401.99,8.62,541,88.47,杭州,24
戴尔 电视 X5,13657,5771,2024/10/6,电视,戴尔,18034.29,24.27,873,89.82,成都,24
联想 笔记本电脑 X7,11983,8186,2024/5/12,笔记本电脑,联想,13701.94,12.55,273,83.16,武汉,24
飞利浦 智能家居 X9,3227,1839,2024/11/20,智能家居,飞利浦,4067.37,20.66,337,90.15,成都,6
索尼 平板电脑 X6,2013,1758,2024/7/30,平板电脑,索尼,2395.34,15.96,647,95,成都,12
索尼 智能家居 X8,4448,2692,2024/4/19,智能家居,索尼,5789.06,23.17,656,90.95,杭州,6
海尔 电视 X6,8302,6302,2024/11/11,电视,海尔,10852.73,23.5,959,88.74,武汉,18
飞利浦 笔记本电脑 X2,7476,16171,2024/11/18,笔记本电脑,飞利浦,10314.88,27.52,908,91.7,北京,24
飞利浦 智能穿戴 X1,648,3782,2024/4/5,智能穿戴,飞利浦,826.17,21.57,201,80.34,武汉,6
OPPO 投影仪 X3,3160,4521,2024/9/8,投影仪,OPPO,3468.68,8.9,826,93.94,北京,24
海尔 笔记本电脑 X6,5094,13237,2024/12/22,笔记本电脑,海尔,5889.29,13.5,104,82.63,深圳,12
OPPO 笔记本电脑 X8,6851,7275,2024/5/17,笔记本电脑,OPPO,7266.34,5.72,582,94.53,上海,18
小米 耳机 X10,939,170,2024/5/4,耳机,小米,1077.65,12.87,647,91.95,深圳,24
飞利浦 笔记本电脑 X4,4869,17545,2024/2/27,笔记本电脑,飞利浦,6354.07,23.37,549,82.81,广州,24
OPPO 耳机 X10,87,1033,2024/7/27,耳机,OPPO,88.68,1.9,469,96.51,深圳,6
飞利浦 耳机 X2,820,155,2024/7/26,耳机,飞利浦,837.08,2.04,198,97.9,广州,18
苹果 投影仪 X2,9922,3511,2025/1/5,投影仪,苹果,9941.41,0.2,675,93.44,北京,18
海尔 电视 X3,14292,5854,2024/7/17,电视,海尔,17189.83,16.86,64,93.82,广州,6
索尼 智能手机 X3,3608,33809,2024/5/27,智能手机,索尼,3830.68,5.81,800,86.43,上海,24
小米 智能穿戴 X9,112,3371,2024/12/1,智能穿戴,小米,160.37,30.16,314,96.77,杭州,12
苹果 投影仪 X9,4962,4496,2024/5/15,投影仪,苹果,5462.25,9.16,369,90.11,武汉,6
小米 投影仪 X3,6363,1854,2024/7/21,投影仪,小米,8580.02,25.84,173,89.19,广州,18
三星 耳机 X9,334,1124,2024/2/18,耳机,三星,352,5.11,64,97.93,北京,12
华为 智能家居 X3,1887,2833,2024/2/9,智能家居,华为,2673.57,29.42,830,80.04,上海,24
小米 智能穿戴 X6,855,471,2024/4/14,智能穿戴,小米,1113.23,23.2,774,93.77,深圳,12
三星 平板电脑 X6,857,7868,2024/11/2,平板电脑,三星,1056.36,18.87,996,82.65,成都,12
联想 平板电脑 X6,5616,1716,2024/8/23,平板电脑,联想,8050.57,30.24,866,81.93,成都,24
联想 投影仪 X5,4528,3222,2024/6/9,投影仪,联想,6368.6,28.9,388,80.3,武汉,6
海尔 平板电脑 X6,4018,1843,2024/9/8,平板电脑,海尔,4826.59,16.75,902,87.16,深圳,24
联想 智能家居 X9,3093,586,2024/9/16,智能家居,联想,4611.38,32.93,976,84.39,武汉,6
海尔 智能穿戴 X6,930,541,2024/2/18,智能穿戴,海尔,969.48,4.07,374,94.5,深圳,18
三星 笔记本电脑 X2,19613,18586,2025/2/4,笔记本电脑,三星,25076.83,21.79,384,97.06,武汉,12
索尼 耳机 X4,179,2900,2024/8/19,耳机,索尼,182.52,1.93,853,90.03,上海,12
戴尔 耳机 X2,94,2877,2025/1/19,耳机,戴尔,112.61,16.53,22,97.5,武汉,12
海尔 笔记本电脑 X8,4930,19759,2024/11/5,笔记本电脑,海尔,5879.07,16.14,137,90.51,杭州,12
苹果 智能手机 X9,8288,4960,2024/7/20,智能手机,苹果,9474.23,12.52,200,84.61,广州,18
小米 智能穿戴 X10,623,137,2024/2/21,智能穿戴,小米,674.16,7.59,496,96.56,深圳,12
华为 平板电脑 X2,7272,1856,2024/10/16,平板电脑,华为,9135.01,20.39,252,84.24,成都,12
联想 智能家居 X7,1446,55,2024/7/25,智能家居,联想,2029.46,28.75,407,91.68,北京,18
华为 投影仪 X8,4518,236,2024/7/29,投影仪,华为,6769.35,33.26,669,87.14,上海,12
联想 智能家居 X7,4168,2521,2025/2/5,智能家居,联想,4469.7,6.75,717,98.03,上海,24
海尔 智能手机 X9,1062,21683,2024/7/19,智能手机,海尔,1065.81,0.36,853,83.06,上海,24
索尼 智能家居 X1,1806,151,2024/11/24,智能家居,索尼,2157.33,16.29,868,93.03,上海,6
OPPO 耳机 X5,532,308,2024/10/7,耳机,OPPO,542.31,1.9,212,81.51,成都,18
飞利浦 耳机 X5,229,1019,2024/3/16,耳机,飞利浦,295.21,22.43,483,90.57,广州,12
索尼 笔记本电脑 X1,14440,1304,2024/3/7,笔记本电脑,索尼,14682.81,1.65,427,81.55,武汉,18
索尼 智能穿戴 X6,604,671,2024/10/8,智能穿戴,索尼,751.78,19.66,145,92.33,杭州,18
联想 智能家居 X1,4178,294,2024/11/12,智能家居,联想,5464.11,23.54,888,88.89,广州,24
索尼 耳机 X2,570,1254,2024/12/2,耳机,索尼,684.59,16.74,758,94.55,广州,24
小米 智能家居 X7,3884,2609,2024/4/30,智能家居,小米,5802.98,33.07,327,91.67,成都,24
OPPO 笔记本电脑 X9,12595,9506,2025/1/1,笔记本电脑,OPPO,17927.57,29.75,253,82.11,广州,18
索尼 智能家居 X8,932,1003,2024/3/21,智能家居,索尼,1196.35,22.1,732,91,北京,12
三星 电视 X1,3307,4249,2024/11/21,电视,三星,4487.75,26.31,662,83.24,北京,24
戴尔 平板电脑 X9,1753,4340,2024/3/21,平板电脑,戴尔,2538.1,30.93,635,81.43,成都,12
小米 智能家居 X6,4566,2537,2024/6/25,智能家居,小米,5208.37,12.33,536,80.9,广州,6
小米 耳机 X9,534,385,2024/9/12,耳机,小米,749.32,28.74,295,94.52,武汉,12
飞利浦 智能穿戴 X9,716,3134,2024/3/5,智能穿戴,飞利浦,1061.41,32.54,770,95.59,上海,6
联想 电视 X1,4930,2374,2024/8/20,电视,联想,5285.7,6.73,304,86.35,武汉,24
戴尔 智能穿戴 X6,1000,416,2025/1/27,智能穿戴,戴尔,1478.72,32.37,749,92.92,上海,12
华为 笔记本电脑 X1,9536,15474,2024/4/4,笔记本电脑,华为,11472.85,16.88,899,83.53,深圳,6
联想 智能手机 X6,2974,40171,2024/5/16,智能手机,联想,3237.91,8.15,832,83.85,北京,12
飞利浦 智能家居 X10,763,1399,2024/12/15,智能家居,飞利浦,1054.84,27.67,216,90.61,上海,6
小米 智能家居 X6,3409,1912,2024/7/5,智能家居,小米,4664.95,26.92,20,94.41,北京,18
三星 电视 X4,14704,7034,2024/7/20,电视,三星,18712.46,21.42,455,82.13,成都,24
海尔 笔记本电脑 X5,14030,12458,2024/6/1,笔记本电脑,海尔,14407.28,2.62,179,95.12,成都,24
华为 智能穿戴 X6,282,2827,2024/9/2,智能穿戴,华为,328.2,14.08,166,93.39,深圳,18
小米 投影仪 X10,8426,680,2024/3/31,投影仪,小米,11548.86,27.04,730,89.47,深圳,12
索尼 智能穿戴 X2,408,716,2024/9/25,智能穿戴,索尼,542.93,24.85,182,93.6,深圳,18
索尼 平板电脑 X5,1099,2437,2024/11/1,平板电脑,索尼,1330.46,17.4,555,95.98,武汉,18
苹果 笔记本电脑 X3,3999,18731,2024/8/22,笔记本电脑,苹果,5732.15,30.24,391,81.42,杭州,24
戴尔 电视 X4,12879,3657,2024/3/15,电视,戴尔,17386.35,25.92,652,98.97,广州,18
索尼 笔记本电脑 X7,9163,11321,2024/7/12,笔记本电脑,索尼,10891.61,15.87,518,88.8,深圳,6
飞利浦 平板电脑 X2,1238,8487,2025/1/16,平板电脑,飞利浦,1600.9,22.67,939,91.23,上海,6
飞利浦 平板电脑 X7,5571,4299,2024/8/15,平板电脑,飞利浦,5736.87,2.89,70,86.64,成都,18
三星 投影仪 X8,8530,4294,2024/5/15,投影仪,三星,12025.96,29.07,479,97.64,北京,24
华为 笔记本电脑 X7,16388,6180,2024/6/20,笔记本电脑,华为,23199.55,29.36,868,97.23,杭州,18
联想 智能家居 X1,2678,2376,2024/8/5,智能家居,联想,3447.12,22.31,392,84.25,杭州,24
华为 耳机 X1,993,2793,2024/6/16,耳机,华为,1108.5,10.42,567,98.97,北京,6
三星 笔记本电脑 X5,5699,16013,2024/9/16,笔记本电脑,三星,7860.06,27.49,718,98.94,深圳,6
飞利浦 智能手机 X8,7027,8207,2024/7/10,智能手机,飞利浦,8755.13,19.74,802,86.59,深圳,24
苹果 投影仪 X1,5154,2592,2024/8/21,投影仪,苹果,7699.87,33.06,419,94.36,杭州,12
OPPO 投影仪 X7,9841,1853,2024/5/28,投影仪,OPPO,14102.77,30.22,355,80.08,上海,18
苹果 智能手机 X1,4677,32851,2024/5/5,智能手机,苹果,6724.96,30.45,587,87.62,上海,6
飞利浦 电视 X6,9754,1660,2024/3/28,电视,飞利浦,11070.6,11.89,34,81.07,杭州,12
小米 电视 X5,6279,4716,2024/5/3,电视,小米,8669.44,27.57,592,97.28,上海,12
OPPO 平板电脑 X5,6322,8587,2024/3/9,平板电脑,OPPO,6822.7,7.34,495,96.84,深圳,18
苹果 电视 X4,11418,5085,2024/2/21,电视,苹果,12342.53,7.49,908,88.79,武汉,18
华为 电视 X7,1309,5918,2024/12/15,电视,华为,1643.84,20.37,159,96.03,广州,24
OPPO 电视 X3,6072,6436,2024/9/25,电视,OPPO,7050.49,13.88,281,83.98,成都,18
华为 投影仪 X8,9039,1980,2025/2/4,投影仪,华为,11849.13,23.72,710,93.08,成都,24
OPPO 平板电脑 X7,6538,5573,2024/9/18,平板电脑,OPPO,8902.01,26.56,510,83.15,成都,12
索尼 投影仪 X9,9574,1613,2024/12/8,投影仪,索尼,10153.43,5.71,864,87.99,深圳,18
三星 智能家居 X8,2159,383,2025/1/29,智能家居,三星,2197.46,1.75,582,87.53,杭州,12
小米 智能手机 X5,4771,3316,2024/8/10,智能手机,小米,7125.67,33.04,265,81.43,武汉,6
戴尔 智能手机 X8,5740,45476,2024/11/9,智能手机,戴尔,7420.61,22.65,186,95.08,上海,24
小米 投影仪 X6,931,2915,2024/7/11,投影仪,小米,1008.16,7.65,585,92.02,上海,12
苹果 平板电脑 X4,1942,8458,2024/8/17,平板电脑,苹果,2396.85,18.98,897,89.56,北京,24
三星 电视 X5,3091,772,2024/11/9,电视,三星,4288.38,27.92,62,92.6,北京,18
戴尔 智能手机 X9,9159,36931,2024/9/2,智能手机,戴尔,12313.47,25.62,22,92.17,深圳,24
联想 耳机 X5,839,1788,2024/12/24,耳机,联想,1258.07,33.31,438,88.05,广州,6
小米 耳机 X7,412,2430,2024/3/11,耳机,小米,570.46,27.78,578,83.93,杭州,24
海尔 耳机 X4,632,1146,2024/10/27,耳机,海尔,726.07,12.96,29,84.72,杭州,6
苹果 耳机 X9,217,1511,2024/4/30,耳机,苹果,271.16,19.97,291,92.33,成都,12
华为 投影仪 X8,6616,3836,2025/1/7,投影仪,华为,9197.81,28.07,72,93.77,杭州,6
OPPO 电视 X9,8789,4201,2024/9/19,电视,OPPO,9788.53,10.21,680,90.75,杭州,6
索尼 智能穿戴 X4,237,4363,2024/5/26,智能穿戴,索尼,306.57,22.69,297,94.2,杭州,12
飞利浦 智能穿戴 X6,666,447,2024/3/14,智能穿戴,飞利浦,766.37,13.1,220,84.46,广州,24
小米 电视 X3,11106,8459,2024/7/31,电视,小米,11658.01,4.74,550,97.01,杭州,18
戴尔 耳机 X2,265,2058,2024/12/30,耳机,戴尔,282.6,6.23,466,91.9,广州,12
三星 投影仪 X2,6907,1676,2024/8/20,投影仪,三星,9266.34,25.46,743,95.04,上海,24
苹果 笔记本电脑 X7,18415,19140,2024/12/2,笔记本电脑,苹果,24006.34,23.29,609,83.18,成都,18
戴尔 智能穿戴 X4,516,416,2024/11/25,智能穿戴,戴尔,751.52,31.34,363,82.54,广州,18
飞利浦 电视 X1,7023,6456,2024/8/21,电视,飞利浦,9428.6,25.51,631,97.14,成都,18
小米 投影仪 X3,2641,417,2025/1/26,投影仪,小米,3437.95,23.18,659,81.87,北京,24
OPPO 笔记本电脑 X9,3681,14715,2024/5/22,笔记本电脑,OPPO,4511.03,18.4,519,97.02,深圳,24
索尼 平板电脑 X3,794,4639,2024/6/1,平板电脑,索尼,1021.86,22.3,384,83.48,广州,18
联想 智能手机 X2,7957,22645,2024/6/16,智能手机,联想,8704.73,8.59,552,83.39,杭州,18
华为 耳机 X8,544,2722,2024/6/20,耳机,华为,661.34,17.74,629,82.66,深圳,6
飞利浦 投影仪 X4,4509,4592,2024/7/7,投影仪,飞利浦,4702.22,4.11,234,93.39,广州,12
索尼 电视 X10,13190,6918,2024/5/23,电视,索尼,19489.55,32.32,372,94.58,成都,6
联想 电视 X2,1017,5481,2024/9/29,电视,联想,1062.55,4.29,100,83.61,北京,6
三星 平板电脑 X3,7981,8938,2024/5/13,平板电脑,三星,8294.06,3.77,815,95.74,深圳,6
苹果 耳机 X7,756,58,2024/5/25,耳机,苹果,777.14,2.72,258,84.6,武汉,12
戴尔 智能手机 X8,7523,30822,2024/11/4,智能手机,戴尔,8006.13,6.03,912,92.58,深圳,24
苹果 投影仪 X10,9929,3972,2024/9/9,投影仪,苹果,10384.97,4.39,949,84.8,北京,18
三星 智能家居 X8,1617,2672,2024/10/12,智能家居,三星,2269.04,28.74,491,84.56,上海,18
OPPO 智能家居 X5,3292,2420,2024/9/15,智能家居,OPPO,4792.3,31.31,754,87.85,杭州,24
苹果 耳机 X4,806,974,2024/5/19,耳机,苹果,941.53,14.39,129,97.02,广州,18
联想 平板电脑 X2,5805,4476,2024/11/15,平板电脑,联想,6729.4,13.74,327,90.27,北京,6
苹果 耳机 X10,817,2724,2024/10/6,耳机,苹果,885.36,7.72,430,85.14,深圳,24
海尔 笔记本电脑 X3,15288,16892,2024/4/25,笔记本电脑,海尔,17515.97,12.72,994,92.4,上海,12
三星 智能穿戴 X10,457,946,2024/9/13,智能穿戴,三星,540.09,15.38,932,85.3,广州,6
戴尔 笔记本电脑 X8,15754,4333,2025/2/7,笔记本电脑,戴尔,17385.28,9.38,833,95.96,杭州,12
华为 智能家居 X4,1295,1806,2024/10/13,智能家居,华为,1463.84,11.53,78,80.01,北京,6
苹果 投影仪 X2,2843,799,2024/9/10,投影仪,苹果,3842.15,26,946,88.43,杭州,12
